#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
2620,Nurbits,17/07/17,$9.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Cogent Education,Cogent Education,Simulation
2623,Zombie Hobby VR,29/06/17,$9.99,N/A (N/A),"752 ±1,472",00:07 (00:07),Pointlight Games,Pointlight Games,Simulation
2635,Constricted VR,12/03/17,$0.99,N/A (N/A),"752 ±1,472",00:00 (00:00),PNxDesigns,PNxDesigns,Simulation
2643,Les Quatre Alices,"Aug 28, 2017",$1.99,N/A (N/A),"752 ±1,472",00:10 (00:10),Mia Blais-Côté,Mia Blais-Côté,Simulation
2666,Solitaire,21/11/17,$4.99,N/A (N/A),"752 ±1,472",01:36 (01:36),baKno Games,baKno Games,Simulation
2685,Pigeon Fight,"Oct 9, 2017",$3.99,N/A (N/A),"752 ±1,472",00:00 (00:00),OnionMilk,OnionMilk,Simulation
2690,TankVR,"Oct 9, 2017",$0.99,N/A (N/A),"752 ±1,472",00:00 (00:00),"Daniel Bedrich, Bruno Köhler",dochengmedia,Simulation
2733,Percussive VR,11/11/16,$9.99,N/A (N/A),"752 ±1,472",00:09 (00:09),Jamhack Games,Jamhack Games,Simulation
2800,Duck Force,17/11/16,$9.99,N/A (N/A),"752 ±1,472",00:03 (00:03),Andreas Aust,Andreas Aust,Simulation
2810,Big Hit VR Baseball,"May 2, 2017",$24.99,N/A (N/A),"752 ±1,472",00:10 (00:10),Big Hit Games,Big Hit Games,Simulation
2825,Zulu Response,12/06/17,$14.99,N/A (N/A),"752 ±1,472",00:13 (00:13),Web Interactive Solutions,Web Interactive Solutions,Simulation
2892,Bowl VR,24/06/16,$6.99,N/A (N/A),"752 ±1,472",00:29 (00:29),Carbon Fiber Games,Carbon Fiber Games,Simulation
2904,xDrive VR,16/06/17,$12.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Themes_Daly,Themes_Daly,Simulation
2929,When In Rome,"Oct 29, 2015",$4.99,N/A (N/A),"752 ±1,472",06:51 (06:51),Realore,Qumaron,Simulation
2934,Soldiers of Heaven VR,"Sep 29, 2016",$0.99,N/A (N/A),"752 ±1,472",00:04 (00:04),Filmtyme,"Coqui 3D, Gorilla Productions",Simulation
2943,HammerHelm,27/07/17,$14.99,N/A (N/A),"752 ±1,472",00:59 (00:59),SuperSixStudios,SuperSixStudios,Simulation
2956,High Noon,06/11/17,$4.99,N/A (N/A),"752 ±1,472",00:10 (00:10),The Holodeck,Revintu,Simulation
2959,Bottle: Pilgrim,10/11/17,$5.99,N/A (N/A),"752 ±1,472",00:25 (00:25),Tonguç Bodur,Tonguç Bodur,Simulation
2994,Heart. Papers. Border.,"Aug 20, 2017",$7.99,N/A (N/A),"752 ±1,472",01:59 (01:59),Jovian Industries,Jovian Industries,Simulation
3021,Jane's Realty,"Oct 21, 2015",$2.99,N/A (N/A),"752 ±1,472",00:24 (00:24),Realore,Qumaron,Simulation
3029,Harvest Life,10/11/17,$14.99,N/A (N/A),"752 ±1,472",00:14 (00:14),bumblebee,rokaplay prime,Simulation
3067,Cat Sorter VR,"Aug 29, 2017",$12.99,N/A (N/A),"752 ±1,472",00:22 (00:22),Pawmigo Games,Pawmigo Games,Simulation
3126,Gulf of Aden - Task Force Somalia,"Dec 14, 2015",$8.99,N/A (N/A),"752 ±1,472",00:56 (00:56),BlewScreen,BlewScreen,Simulation
3165,Dungeon Manager ZV: Resurrection,"Aug 15, 2017",$12.99,N/A (N/A),"752 ±1,472",02:51 (02:51),StudioGIW,Zoo Corporation,Simulation
3186,Black River,"Apr 4, 2017",$6.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Crow's Perch,Crow's Perch,Simulation
3188,Rocket Craze 3D,18/11/16,$3.99,N/A (N/A),"752 ±1,472",01:40 (01:40),Rixment,Rixment,Simulation
3209,Strange Space,"Dec 22, 2015",$0.99,N/A (N/A),"752 ±1,472",00:11 (00:11),Mayhem Games USA,Mayhem Games USA,Simulation
3222,Space Merchants: Arena,04/11/16,$6.99,N/A (N/A),"752 ±1,472",01:40 (01:40),Playito.com,Playito.com,Simulation
3248,Hard Time,"Aug 16, 2017",$4.99,N/A (N/A),"752 ±1,472",01:23 (01:23),MDickie,MDickie,Simulation
3263,Header Goal VR: Being Axel Rix,"Aug 16, 2017",$14.99,N/A (N/A),"752 ±1,472",00:45 (00:45),Codemodeon,Codemodeon,Simulation
3313,Aurrery,"Oct 12, 2017",$5.99,N/A (N/A),"752 ±1,472",00:04 (00:04),Mark France,Mark France,Simulation
3323,Country of One,"May 30, 2017",$8.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Roman Revzin,Roman Revzin,Simulation
3336,The Caribbean Sail,"Sep 19, 2017",$4.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Victorian Clambake,Victorian Clambake,Simulation
3348,Pro Strategy Football 2016,"Sep 6, 2016",$14.99,N/A (N/A),"752 ±1,472",07:38 (07:38),Kerry Batts,Pro Strategy Games,Simulation
19,The Sims 3,27/01/11,$19.99,53% (83%/86%),0 ±0,00:00 (00:00),The Sims Studio,Electronic Arts,Simulation
122,Tropico 5,"May 23, 2014",$19.99,N/A (N/A/75%),0 ±0,00:00 (00:00),Haemimont Games,Kalypso Media Digital,Simulation
162,Anno 2205,02/11/15,$39.99,N/A (N/A/72%),0 ±0,00:00 (00:00),Blue Byte,Ubisoft,Simulation
180,Fate of the World: Tipping Point,"Sep 29, 2011",$18.99,48% (81%/70%),0 ±0,00:00 (00:00),Red Redemption,Red Redemption,Simulation
220,The Cave VR,"Oct 19, 2017",$4.99,N/A (N/A/68%),0 ±0,00:00 (00:00),CGPills,CGPills,Simulation
337,X Rebirth - Artworks,15/11/13,$39.99,N/A (N/A/33%),0 ±0,00:00 (00:00),Egosoft,Egosoft,Simulation
341,Jockey Rush,15/07/16,$19.99,N/A (N/A),0 ±0,00:00 (00:00),Strategic Designs Ltd.,Strategic Designs Ltd.,Simulation
343,MarionetteAI,20/11/17,$18.99,N/A (N/A),0 ±0,00:00 (00:00),Tsunehiko Shimazu,Tsunehiko Shimazu,Simulation
346,OneManVurgeR,"Dec 15, 2016",$6.99,N/A (N/A),0 ±0,00:00 (00:00),Dazzle Inc.,Dazzle Inc.,Simulation
348,Microcosm,01/06/17,$4.99,N/A (N/A),0 ±0,00:00 (00:00),paulstraw,paulstraw,Simulation
352,Journey to Alien Worlds,"Apr 27, 2017",$0.99,N/A (N/A),0 ±0,00:00 (00:00),Ideographer,Ideographer,Simulation
359,Children of the Galaxy,14/03/17,$19.99,N/A (N/A),0 ±0,00:00 (00:00),"Filip Dusek, Empty Keys","Filip Dusek, Empty Keys",Simulation
365,Ancient Rome 2,06/11/16,$6.99,N/A (N/A),0 ±0,00:00 (00:00),Ladia Group,Ladia Group,Simulation
368,"7,62 Hard Life","Oct 1, 2015",N/A,48% (81%),0 ±0,00:00 (00:00),HLA team,1C Company,Simulation
369,Crimson Tide: Operation Online,"Aug 17, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),RaleachGamesStudio,RaleachGamesStudio,Simulation
372,Snow Horse,"Aug 3, 2016",$5.99,N/A (N/A),0 ±0,00:00 (00:00),KinifiGames LLC,KinifiGames LLC,Simulation
384,Ostwind/Windstorm,27/07/17,$19.99,N/A (N/A),0 ±0,00:00 (00:00),Aesir Interactive,Eurovideo Medien,Simulation
388,Amazeing Lemons,"Dec 6, 2017",$2.99,N/A (N/A),0 ±0,00:00 (00:00),ExtinctionArts,ExtinctionArts,Simulation
397,VR,13/11/17,$11.99,N/A (N/A),0 ±0,00:00 (00:00),"CRAVA,Inc.","CRAVA,Inc.",Simulation
401,Pinewood Island,"Oct 10, 2017",$9.99,N/A (N/A),0 ±0,00:00 (00:00),"Scribble Games, Scribble Games",Scribble Games,Simulation
410,BadRobots VR,"Sep 18, 2017",$8.99,N/A (N/A),0 ±0,00:00 (00:00),BeBold,BeBold,Simulation
414,AEGYPTUS,"Aug 15, 2017",$3.99,N/A (N/A),0 ±0,00:00 (00:00),Luciano Cargiolli,JustPlayNow,Simulation
417,Blue Angels Aerobatic Flight Simulator,"Aug 17, 2017",$14.99,N/A (N/A),0 ±0,00:00 (00:00),Rortos Srl,Rortos Srl,Simulation
418,Its your last chance in new school,"Dec 17, 2016",$0.59,N/A (N/A),0 ±0,00:00 (00:00),POWER Industries,POWER Industries,Simulation
420,PingBall VR,"Apr 12, 2017",$6.99,N/A (N/A),0 ±0,00:00 (00:00),Immersive Artz,Immersive Artz,Simulation
422,The Climber,25/07/17,$3.99,N/A (N/A),0 ±0,00:00 (00:00),Felipe Nicolazzi,Nib Games,Simulation
427,Dungeon Builder S,13/07/17,$24.99,N/A (N/A),0 ±0,00:00 (00:00),LIN KE HSI,LIN KE HSI,Simulation
434,Forsaken Uprising,"Dec 3, 2014",$2.99,2% (30%),0 ±0,00:00 (00:00),Digital Homicide Studios,Digital Homicide Studios,Simulation
440,The King's Heroes,"Sep 22, 2017",$9.99,N/A (N/A),0 ±0,00:00 (00:00),Aldorlea Games,Aldorlea Games,Simulation
446,Julai,"Apr 11, 2016",$4.99,N/A (N/A),0 ±0,00:00 (00:00),Gennady Guryanov,Gennady Guryanov,Simulation
451,Train Simulator: South London Network Route Add-On,13/11/14,$39.99,N/A (N/A),0 ±0,00:00 (00:00),Dovetail Games,Dovetail Games - Trains,Simulation
469,RC Racing Off Road 2.0,01/07/16,$12.99,N/A (N/A),0 ±0,00:00 (00:00),magnussoft,magnussoft,Simulation
474,Northern Tale 3,"Dec 1, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),Realore,Qumaron,Simulation
481,Star Explorers,"May 8, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),Michael Klaus Schmidt,Michael Klaus Schmidt,Simulation
495,Melody,"Oct 5, 2017",$9.99,N/A (N/A),0 ±0,00:00 (00:00),"Verge of Brilliance LLC, Evie Powell, Michael Fewkes, Nickolas Forsten, David Whitlock, Mike Chokran, Andrew Luck",Verge of Brilliance LLC,Simulation
505,Dialogue: A Writer's Story,"Sep 20, 2017",$15.99,N/A (N/A),0 ±0,00:00 (00:00),Tea-Powered Games,Tea-Powered Games,Simulation
509,VR Darts Zone,"Sep 15, 2017",$7.99,N/A (N/A),0 ±0,00:00 (00:00),RealityBusters.co,MoreFromIT Sp. z o.o.,Simulation
519,Slice&Dice,"Aug 4, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),VRotein,VRotein,Simulation
531,Super Cat Herding: Totally Awesome Edition,"Feb 18, 2017",$9.99,N/A (N/A),0 ±0,00:00 (00:00),ZoopTEK,ZoopTEK,Simulation
557,Galaxy in eclipse,16/01/17,$0.99,N/A (N/A),0 ±0,00:00 (00:00),POWER,POWER industries,Simulation
562,GAME TUBE,"Dec 8, 2017",$3.49,N/A (N/A),0 ±0,00:00 (00:00),hede,hede,Simulation
566,On Earth As It Is In Heaven - A Kinetic Novel,28/11/17,$15.99,N/A (N/A),0 ±0,00:00 (00:00),Afterthought Studios,Afterthought Studios,Simulation
571,Chopper Battle New Horizon,25/11/17,$14.99,N/A (N/A),0 ±0,00:00 (00:00),magnussoft,magnussoft,Simulation
579,Farm Expert 2016,19/06/15,$9.99,4% (40%),0 ±0,00:00 (00:00),Silden,"Ravenscourt, PlayWay Inc",Simulation
580,Desert Craft,"Oct 31, 2017",$6.99,N/A (N/A),0 ±0,00:00 (00:00),Vitaly Titov,Vitaly Titov,Simulation
584,Space Wrangler,"Sep 29, 2017",$5.99,N/A (N/A),0 ±0,00:00 (00:00),Bad Panda Games,Bad Panda Games,Simulation
585,Capsa,"Oct 23, 2017",$24.99,N/A (N/A),0 ±0,00:00 (00:00),"db.works, Vetron",Vetron,Simulation
589,Dealey Plaza Paintball,"Sep 8, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),Jason Baird,Jason Baird,Simulation
592,Knot,"Feb 8, 2017",$5.99,N/A (N/A),0 ±0,00:00 (00:00),Warlock Arts,Warlock Arts,Simulation
593,Onager!,"Sep 22, 2017",$0.99,N/A (N/A),0 ±0,00:00 (00:00),rusty games,rusty games,Simulation
596,Rollercoaster Xperience,"Aug 23, 2017",$2.99,N/A (N/A),0 ±0,00:00 (00:00),Xperiencia Virtual,Xperiencia Virtual,Simulation
603,Gamers Unknown Survival,"Sep 10, 2017",$8.99,N/A (N/A),0 ±0,00:00 (00:00),GCTV DevTeam,GamerCrewTV,Simulation
611,Puzzle Wishes,25/01/17,$3.99,N/A (N/A),0 ±0,00:00 (00:00),RhinoGearz,RhinoGearz,Simulation
615,Marble Muse,"Aug 14, 2015",$9.99,N/A (N/A),0 ±0,00:00 (00:00),Ketos Games,Ketos Games,Simulation
616,World of Subways 2 Berlin Line 7,12/06/14,$14.99,38% (76%),0 ±0,00:00 (00:00),TML-Studios,Aerosoft GmbH,Simulation
619,Embrace The Fear,12/01/17,$5.99,N/A (N/A),0 ±0,00:00 (00:00),世纪龙信息网络有限责任公司,世纪龙信息网络有限责任公司,Simulation
621,Impulse: Space Combat,05/06/17,$4.99,N/A (N/A),0 ±0,00:00 (00:00),Darkmatter Games,Stribling Media,Simulation
625,Elite Encounter,"May 4, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),Hin Lam,BubbleFish Entertainment,Simulation
652,The Decimation of Olarath,20/06/16,$0.99,1% (23%),0 ±0,00:00 (00:00),Digital Homicide Studios LLC,Digital Homicide Studios LLC,Simulation
654,Marimba VR,02/01/17,$1.99,N/A (N/A),0 ±0,00:00 (00:00),Ruby Games,Ruby Games,Simulation
664,Subwar 2050,29/11/17,$9.99,N/A (N/A),0 ±0,00:00 (00:00),Particle Systems Ltd.,Interplay,Simulation
668,Tank Wars: Anniversary Edition,27/11/17,$7.99,N/A (N/A),0 ±0,00:00 (00:00),Stefan Fleischer,Stefan Fleischer,Simulation
677,The IL Tempo Game,"Dec 9, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),oivind edvardsen,oivind edvardsen,Simulation
686,the Breath.,"Sep 19, 2017",$1.99,N/A (N/A),0 ±0,00:00 (00:00),bu2 sutdio,bu2 studio,Simulation
692,Locomancer,"Feb 28, 2017",$14.99,N/A (N/A),0 ±0,00:00 (00:00),Eric Lipschutz,Eric Lipschutz,Simulation
699,DNL Dedicated Server Tool,"Aug 3, 2017",N/A,N/A (N/A),0 ±0,00:00 (00:00),Snail Games USA,Snail Games USA,Simulation
708,VR Darts,"May 25, 2017",$7.99,N/A (N/A),0 ±0,00:00 (00:00),IgnisVR,IgnisVR,Simulation
720,RC-AirSim - RC Model Airplane Flight Simulator,"Feb 27, 2017",$6.99,N/A (N/A),0 ±0,00:00 (00:00),Fabricated Reality Software,Fabricated Reality Software,Simulation
726,The Contact,"Apr 10, 2016",$2.99,N/A (N/A),0 ±0,00:00 (00:00),Crusty Squirrel,Crusty Squirrel,Simulation
728,Train Simulator,"Sep 17, 2015",$24.99,19% (63%),0 ±0,00:00 (00:00),Dovetail Games,Dovetail Games - Trains,Simulation
731,The Frontier,"Oct 24, 2016",$9.99,N/A (N/A),0 ±0,00:00 (00:00),Nikku Nomura,Nikku Nomura,Simulation
735,Publisher Tycoon,28/11/16,$4.49,N/A (N/A),0 ±0,00:00 (00:00),14Dimension Enterprise,14Dimension Enterprise,Simulation
740,Temporal Shift,16/07/15,$9.99,N/A (N/A),0 ±0,00:00 (00:00),Four Lights,Four Lights,Simulation
743,Virtual SlotCars,09/06/17,$9.99,N/A (N/A),0 ±0,00:00 (00:00),PraGames,PraGames,Simulation
745,Slumlord Simulator,30/11/17,$6.99,N/A (N/A),0 ±0,00:00 (00:00),Slumlord Industries,Slumlord Industries,Simulation
753,Imperi,16/11/17,$0.99,N/A (N/A),0 ±0,00:00 (00:00),Nuts and Volts Electronics,Nuts and Volts Electronics,Simulation
762,Virtual Robots - Robot programming simulator,01/11/17,$9.99,N/A (N/A),0 ±0,00:00 (00:00),Michal Kuchárik,Michal Kuchárik,Simulation
765,VR Hockey League,"Oct 18, 2017",$9.99,N/A (N/A),0 ±0,00:00 (00:00),MadskillzVR,MadskillzVR,Simulation
783,Synthetic Dreams,"Aug 8, 2017",$9.99,N/A (N/A),0 ±0,00:00 (00:00),Alexander Moro,Alexander Moro,Simulation
789,Mogo Invasion,25/07/17,$3.99,N/A (N/A),0 ±0,00:00 (00:00),He Wenjie,He Wenjie,Simulation
799,RoboTraps,20/06/17,$9.99,N/A (N/A),0 ±0,00:00 (00:00),Poltergames,Poltergames,Simulation
811,GUNNVR,28/03/17,$2.99,N/A (N/A),0 ±0,00:00 (00:00),Artificient Games Inc.,Artificient Games Inc.,Simulation
833,Constructor Classic 1997,"Apr 28, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),System 3,System 3,Simulation
834,You Must be 18 or Older to Enter,"Oct 30, 2017",Free,56% (84%),0 ±0,00:00 (00:00),Seemingly Pointless,Seemingly Pointless,Simulation
835,Assault Squad 2: Men of War Origins,"Aug 25, 2016",$19.99,N/A (N/A),0 ±0,00:00 (00:00),Digitalmindsoft,1C Company,Simulation
840,Real RC Flight Simulator,"Dec 7, 2017",$9.59,N/A (N/A),0 ±0,00:00 (00:00),Thetis Games,Thetis Games,Simulation
844,Mystery Stone from Heaven,17/11/17,$6.99,N/A (N/A),0 ±0,00:00 (00:00),Simple Culture and Creativity LLC,"Shuidonggou Travel Development co.LTD, Simple Culture and Creativity LLC",Simulation
848,Northern Tale 4,16/11/17,$4.99,N/A (N/A),0 ±0,00:00 (00:00),Realore,Qumaron,Simulation
857,VR Squash 2017,20/11/17,$18.99,N/A (N/A),0 ±0,00:00 (00:00),David Cseh,David Cseh,Simulation
880,Staircase of Darkness: VR,03/11/16,$1.49,N/A (N/A),0 ±0,00:00 (00:00),bcInteractive,bcInteractive,Simulation
897,Claybreaker - VR Clay Shooting,23/06/17,$19.99,N/A (N/A),0 ±0,00:00 (00:00),Ammonite Design Studios Ltd,Ammonite Design Studios Ltd,Simulation
901,Rapid Squirrel,"May 30, 2016",N/A,N/A (N/A),0 ±0,00:00 (00:00),Rai Studio Games,Rai Studio Games,Simulation
908,K-Rolik,"Oct 10, 2016",$1.99,N/A (N/A),0 ±0,00:00 (00:00),Gennady Guryanov,Gennady Guryanov,Simulation
909,Holiday Simulator : Wacky Sleigh Ride,"Dec 21, 2016",$2.99,N/A (N/A),0 ±0,00:00 (00:00),Hyperator VR innovation Labs,Hyperator VR Innovation Labs,Simulation
919,Z`code (VR for HTC Vive),08/11/16,$19.99,N/A (N/A),0 ±0,00:00 (00:00),"Shenzhen Weilaishijie Network Technology Co., Ltd.","Shenzhen Weilaishijie Network Technology Co., Ltd.",Simulation
923,Shop-n-Spree: Shopping Paradise,"Sep 12, 2016",$6.99,N/A (N/A),0 ±0,00:00 (00:00),ViquaSoft,Big Fish Games,Simulation
927,the Line,"Dec 7, 2017",$3.39,N/A (N/A),0 ±0,00:00 (00:00),Marginal act,Marginal act,Simulation
932,Sea Battle VR,24/11/17,$5.99,N/A (N/A),0 ±0,00:00 (00:00),视趣互动（天津）科技有限公司,视趣互动（天津）科技有限公司,Simulation
937,Sugy the Christmas elf,"Dec 6, 2017",$2.69,N/A (N/A),0 ±0,00:00 (00:00),Game Alchemists,Game Alchemists,Simulation
946,Power Tools VR,"Oct 25, 2017",$9.99,N/A (N/A),0 ±0,00:00 (00:00),"Onteca Ltd, CGA Simulation","Onteca Ltd , CGA Simulation",Simulation
951,KENDAMVR - Virtual Reality Kendama,"Sep 25, 2017",$12.99,N/A (N/A),0 ±0,00:00 (00:00),Ammonite Design Studios Ltd,Ammonite Design Studios Ltd,Simulation
952,Winged Knights: Penetration,"May 27, 2016",$0.99,N/A (N/A),0 ±0,00:00 (00:00),Digital Homicide Studios LLC,Digital Homicide Studios LLC,Simulation
956,Tactics 2: War,"Sep 22, 2017",$9.99,N/A (N/A),0 ±0,00:00 (00:00),Capt McCay Soft,Capt McCay Soft,Simulation
960,North Side,"Oct 28, 2016",$1.99,N/A (N/A),0 ±0,00:00 (00:00),Obidak Software,Obidak Software,Simulation
961,Crazy Flying Squirrel,"Sep 20, 2017",$0.59,N/A (N/A),0 ±0,00:00 (00:00),KAV Studio,KAV Studio,Simulation
975,Falling Stars: War of Empires,"Apr 27, 2016",$19.99,N/A (N/A),0 ±0,00:00 (00:00),Riveted Games,Lock 'n Load Publishing,Simulation
977,HYPER DRIVE The Insane Gravity Race,"Aug 31, 2017",$5.99,N/A (N/A),0 ±0,00:00 (00:00),DRUNKEN APES,DRUNKEN APES,Simulation
981,Roll Out,31/07/17,$9.99,N/A (N/A),0 ±0,00:00 (00:00),Qor Concept Entertainment Inc.,Qor Concept Entertainment Inc.,Simulation
989,The Journey,01/11/16,$4.99,N/A (N/A),0 ±0,00:00 (00:00),"Mugurel-Adrian Enache, Diana Marin",MD Lab Games,Simulation
1000,Armor Clash VR,"Aug 9, 2016",$4.99,N/A (N/A),0 ±0,00:00 (00:00),Windforce,Windforce,Simulation
1002,Free Towns,24/03/17,$9.99,N/A (N/A),0 ±0,00:00 (00:00),Vlad Cristian,Vlad Cristian,Simulation
1006,Train Simulator: East Coast Main Line London-Peterborough Route Add-On,"Dec 5, 2013",$19.99,N/A (N/A),0 ±0,00:00 (00:00),Dovetail Games,Dovetail Games - Trains,Simulation
1014,Super Thunder Blade,"Sep 13, 2010",$2.99,N/A (N/A),0 ±0,00:00 (00:00),SEGA,SEGA,Simulation
1026,Clazer,"Dec 27, 2016",$29.99,N/A (N/A),0 ±0,00:00 (00:00),"SynapticSwitch, LLC","SynapticSwitch, LLC, LeadTech, LLC",Simulation
1028,Android John 2.1,"Dec 8, 2017",$11.69,N/A (N/A),0 ±0,00:00 (00:00),Recreat4,Virtuactions,Simulation
1037,AHTS Ship Simulator,25/07/17,$13.99,N/A (N/A),0 ±0,00:00 (00:00),"Hashplay, Inc.","Hashplay, Inc.",Simulation
1042,Pinball,10/11/17,$4.99,N/A (N/A),0 ±0,00:00 (00:00),baKno Games,baKno Games,Simulation
1046,Kartofank VR,"Oct 12, 2017",$1.99,N/A (N/A),0 ±0,00:00 (00:00),VIRTUAL REALITY LABORATORY DV,VIRTUAL REALITY LABORATORY DV,Simulation
1063,Backgammon,"Aug 28, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),baKno Games,baKno Games,Simulation
1067,Socxel | Pixel Soccer,30/01/17,$1.99,N/A (N/A),0 ±0,00:00 (00:00),BUG-Studio,BUG-Studio,Simulation
1077,Z ViRus: V.I.R.M Uprising,"Aug 1, 2017",$19.99,N/A (N/A),0 ±0,00:00 (00:00),Hokkaido Studios,Hokkaido Studios,Simulation
1083,Adelantado Trilogy. Book one,"Dec 1, 2015",$4.99,N/A (N/A),0 ±0,00:00 (00:00),Realore,Qumaron,Simulation
1092,4x4 Offroad Racing - Nitro,10/03/17,$12.99,N/A (N/A),0 ±0,00:00 (00:00),magnussoft,magnussoft,Simulation
1099,Eyestorm,"Aug 26, 2016",$3.99,N/A (N/A),0 ±0,00:00 (00:00),3Crew,3Crew,Simulation
1126,ALVAROK,01/11/17,$2.99,N/A (N/A),0 ±0,00:00 (00:00),StudioGIW,Zoo Corporation,Simulation
1153,OfficeBots: Reality Bytes [VR],"Aug 21, 2017",$9.99,N/A (N/A),0 ±0,00:00 (00:00),FutureStateMachine,FutureStateMachine,Simulation
1159,DIVER - SEA SURVIVAL SIMULATOR,"Sep 3, 2017",$11.99,N/A (N/A),0 ±0,00:00 (00:00),Theodor Niklas,Theodor Niklas,Simulation
1167,Chess3D,10/03/17,$9.99,N/A (N/A),0 ±0,00:00 (00:00),Whitefishgames,SW-Winsoft,Simulation
1169,Mocove Arts VR,21/06/17,$4.99,N/A (N/A),0 ±0,00:00 (00:00),Mocove Studio,Mocove Studio,Simulation
1176,Fork Truck Challenge,24/07/15,$7.99,N/A (N/A),0 ±0,00:00 (00:00),Mint Arcade Ltd.,Mint Arcade Ltd.,Simulation
1178,VRtender,"May 2, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),Further Beyond Studios,Further Beyond Studios,Simulation
1180,CloudCity VR,13/07/17,$11.99,N/A (N/A),0 ±0,00:00 (00:00),Floating Point Interactive,Floating Point Interactive,Simulation
1182,Radiant Crusade,"Apr 5, 2017",$4.79,N/A (N/A),0 ±0,00:00 (00:00),Radiance Games,Radiance Games,Simulation
1186,Oxygen Not Included - ALPHA,May 2017,N/A,N/A (N/A),0 ±0,00:00 (00:00),Klei Entertainment,Klei Entertainment,Simulation
1194,INTRUDER - WAR AREAS,"Dec 12, 2016",$15.99,N/A (N/A),0 ±0,00:00 (00:00),Play One Game Studio,Play One Game Studio,Simulation
1202,50 Years,"Aug 26, 2016",$5.99,N/A (N/A),0 ±0,00:00 (00:00),Jinsimer Games,Jinsimer Games,Simulation
1209,UNDERGROUND CLUB 2018,"Oct 11, 2017",$7.99,N/A (N/A),0 ±0,00:00 (00:00),IHS,IHS,Simulation
1213,OlympicVR,28/11/17,$14.99,N/A (N/A),0 ±0,00:00 (00:00),Anarkica Games,Anarkica Games,Simulation
1218,Fantasy Farming: Orange Season,"Apr 21, 2017",$13.99,N/A (N/A),0 ±0,00:00 (00:00),Hudell Tales,Hudell Tales,Simulation
1222,Don't Make Love,"Oct 26, 2017",$6.99,N/A (N/A),0 ±0,00:00 (00:00),Maggese,Maggese,Simulation
1227,Dronihilation VR,"Sep 28, 2017",$3.99,N/A (N/A),0 ±0,00:00 (00:00),Zynk Software Srl,Zynk Software Srl,Simulation
1241,Cat's Lover,"Aug 30, 2017",$0.99,N/A (N/A),0 ±0,00:00 (00:00),Infinite Road Studio,Infinite Road Studio,Simulation
1245,Vault Resort,"Aug 11, 2017",$5.99,N/A (N/A),0 ±0,00:00 (00:00),Martin Simeth,Martin Simeth,Simulation
1250,Battlefield Alliance,28/07/17,$2.79,N/A (N/A),0 ±0,00:00 (00:00),LIUTING,LIUTING,Simulation
1253,The Final Frontier: Space Simulator,30/06/16,$0.99,N/A (N/A),0 ±0,00:00 (00:00),Vault Interactive,Vault Interactive,Simulation
1255,4th of July VR,26/07/17,$3.99,N/A (N/A),0 ±0,00:00 (00:00),Moontower VFX,Moontower VFX,Simulation
1260,End of the Road VR,29/06/17,$5.99,N/A (N/A),0 ±0,00:00 (00:00),Barracuda Disaster,Barracuda Disaster,Simulation
1272,Schlocks,"Apr 18, 2017",$14.99,N/A (N/A),0 ±0,00:00 (00:00),Fancy Bear Games,Fancy Bear Games,Simulation
1274,Clash of Vessels VR,17/03/17,$3.99,N/A (N/A),0 ±0,00:00 (00:00),Druid Technologies,Druid Technologies,Simulation
1281,Gravity Shot : Planet Destroyer,09/11/16,$1.99,N/A (N/A),0 ±0,00:00 (00:00),Drunk Animations,Drunk Animations,Simulation
1294,Adelantado Trilogy. Book Two,"Dec 1, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),Realore,Qumaron,Simulation
1299,Burger Shop,"Dec 1, 2017",$6.99,N/A (N/A),0 ±0,00:00 (00:00),GoBit Games,GoBit Games,Simulation
1302,ZOMBIE CAR MASSACRE,"Sep 12, 2017",$0.99,N/A (N/A),0 ±0,00:00 (00:00),DRUNKEN APES,DRUNKEN APES,Simulation
1309,Epic Battle Simulator 2,02/11/17,$4.99,N/A (N/A),0 ±0,00:00 (00:00),Rappid Studios,Rappid Studios,Simulation
1314,Sea Of Fatness: Save Humanity Together,"Oct 20, 2017",$4.99,N/A (N/A),0 ±0,00:00 (00:00),Fusion.Robot & Co,Fusion.Robot & Co,Simulation
1318,Fidget Spinner Editor,"Oct 9, 2017",$0.66,N/A (N/A),0 ±0,00:00 (00:00),Myarcadegames Studios,Myarcadegames Studios,Simulation
