#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
2494,"My Tower, My Home",15/03/16,$0.99,N/A (N/A),"1,654 ±1,321",11:56 (13:10),Shoor Games,Shoor Games,RPG
2625,Sin Castle,19/06/17,$4.99,44% (79%),"1,654 ±1,321",08:03 (12:10),Primary cells studio,Primary cells studio,RPG
2636,Save Your Mother,"Dec 3, 2015",$3.99,N/A (N/A),"1,654 ±1,321",02:43 (02:17),Tuomo Laine,Tuomo's games,RPG
2669,Kim,"Oct 24, 2016",$14.99,N/A (N/A),"1,654 ±1,321",00:45 (00:15),The Secret Games Company,The Secret Games Company,RPG
2687,Dungeoncraft,05/06/15,$9.99,N/A (N/A),"1,654 ±1,321",00:00 (00:00),Zinnusl,Zinnusl,RPG
2852,Mars Colony: Frontier,"Sep 25, 2015",$9.99,N/A (N/A),"1,654 ±1,321",00:44 (01:03),HyperKat Games,HyperKat Games,RPG
459,Arelite Core,"Feb 8, 2017",$19.99,N/A (N/A/59%),"1,619 ±1,584",05:10 (05:10),Dragon Slumber,Dragon Slumber,RPG
725,Dragon Fantasy: The Black Tome of Ice,"May 26, 2016",$9.99,N/A (N/A),"1,619 ±1,584",01:04 (01:03),Muteki,Choice Provisions,RPG
835,Legends of Pixelia,"Sep 14, 2015",$4.99,N/A (N/A),"1,619 ±1,584",03:43 (05:33),SimaGames,SimaGames,RPG
1032,Destiny of Blood /,"Aug 25, 2017",$9.99,N/A (N/A),"1,619 ±1,584",20:40 (19:59),tengenstudio,tengenstudio,RPG
1109,Congresswolf,"Oct 28, 2016",$5.99,N/A (N/A),"1,619 ±1,584",05:22 (06:17),Choice of Games,Choice of Games,RPG
1113,Moonfall,"Apr 12, 2017",$9.99,N/A (N/A),"1,619 ±1,584",02:46 (03:51),Fishcow Studio,Fishcow Studio,RPG
1183,Fugl - Shapeshifter of the Sky,"Sep 14, 2017",$9.99,61% (86%),"1,619 ±1,584",02:38 (04:17),Team Fugl,Kotori Studios Ltd,RPG
1218,Spartan VR,"Aug 25, 2017",$9.99,N/A (N/A),"1,619 ±1,584",00:09 (00:04),Immergity,Immergity,RPG
1342,Mistake Souls,16/11/17,$1.99,N/A (N/A),"1,619 ±1,584",00:00 (00:00),Tarkill,Tarkill,RPG
1379,Kagura Douchuuki,"Oct 22, 2015",$13.99,N/A (N/A),"1,619 ±1,584",02:09 (02:07),DebonosuWorks Inc.,DebonosuWorks Inc.,RPG
1480,Hearts of Chaos,06/01/17,$4.99,N/A (N/A),"1,619 ±1,584",03:33 (04:19),Warfare Studios,Warfare Studios,RPG
1493,Achievement Lurker: Respectable Accomplishment,01/11/17,$1.99,N/A (N/A),"1,619 ±1,584",01:09 (01:08),Perverse Games,Perverse Games,RPG
1571,Metal as Phuk,13/07/17,$4.99,100% (100%),"1,619 ±1,584",00:53 (00:53),Crankage Games,Crankage Games,RPG
1695,Shigatari,"Aug 25, 2017",$2.99,N/A (N/A),"1,619 ±1,584",03:55 (04:21),Super Legit Games,Super Legit Games,RPG
1795,AZURA,13/11/17,$1.99,N/A (N/A),"1,619 ±1,584",00:00 (00:00),CUTE ANIME GIRLS,Tranquility games,RPG
2089,Phantom Halls,13/03/17,$9.99,N/A (N/A),"1,619 ±1,584",00:50 (00:25),Incendium LLC,Incendium LTD,RPG
2116,Sinful Eden,"May 9, 2016",$6.99,N/A (N/A),"1,619 ±1,584",02:19 (02:37),Dualhaze,Dualhaze,RPG
2145,The Tale of a Common Man,"Sep 2, 2016",$9.99,N/A (N/A),"1,619 ±1,584",04:59 (04:02),Aldorlea Games,Aldorlea Games,RPG
2265,Choice of the Star Captain,16/06/17,$4.99,N/A (N/A),"1,619 ±1,584",02:21 (02:43),Choice of Games,Choice of Games,RPG
2294,Empyrean,"Dec 1, 2016",$5.99,N/A (N/A),"1,619 ±1,584",08:09 (09:48),Choice of Games,Choice of Games,RPG
2454,Heathen Engineering's Terran,21/03/16,$39.99,N/A (N/A),"1,619 ±1,584",11:14 (05:37),Heathen Engineering,Heathen Engineering,RPG
2545,Sunken,"May 26, 2016",$9.99,N/A (N/A),"1,619 ±1,584",03:17 (04:49),Hit the Crow,,RPG
2590,Queen Of Thieves,20/01/17,$24.99,N/A (N/A),"1,619 ±1,584",23:04 (31:18),Winter Wolves,Winter Wolves,RPG
2643,Shrooms,"May 8, 2015",$14.99,N/A (N/A),"1,619 ±1,584",00:57 (01:23),Immersive Douro,Immersive Douro,RPG
2756,Affairs of the Court: Choice of Romance,23/06/16,$5.99,N/A (N/A),"1,619 ±1,584",15:26 (16:26),Choice of Games,Choice of Games,RPG
2926,Spellspire,"May 23, 2017",$9.99,N/A (N/A),"1,619 ±1,584",05:01 (05:01),10tons Ltd,10tons Ltd,RPG
525,Chevo Lurker: Exodus,"Oct 12, 2017",$1.99,N/A (N/A),"1,503 ±2,081",02:45 (02:45),Perverse Games,Perverse Games,RPG
605,Cash Crop,"Aug 3, 2017",$15.99,N/A (N/A),"1,503 ±2,081",00:55 (01:40),Joint Ventures,Joint Ventures,RPG
636,Chaos Drift,02/03/17,$7.99,N/A (N/A),"1,503 ±2,081",03:18 (03:18),OmniStorm Gaming,OmniStorm Gaming,RPG
851,Brigand: Oaxaca,11/07/17,$5.99,N/A (N/A),"1,503 ±2,081",00:13 (00:23),"Brian Lancaster, Laughing Coyote Software",Brian Lancaster,RPG
965,Machinations: Fog of War,"Aug 19, 2016",$3.99,N/A (N/A),"1,503 ±2,081",00:18 (00:18),Hosted Games,Hosted Games,RPG
1034,ZOMBIE TOWN AHHH,22/06/17,$3.99,N/A (N/A),"1,503 ±2,081",01:59 (03:44),Bitporters LTD.,Bitporters LTD.,RPG
1088,Flatspace IIk,"Apr 21, 2017",$14.99,N/A (N/A),"1,503 ±2,081",02:30 (04:37),Cornutopia Software,Cornutopia Software,RPG
1275,A dragon girl looks up at the endless sky,"Oct 27, 2016",$9.99,N/A (N/A),"1,503 ±2,081",00:19 (00:19),DebonosuWorks Inc.,DebonosuWorks Inc.,RPG
1291,BuriedTown,22/01/16,$6.99,N/A (N/A),"1,503 ±2,081",56:12 (112:22),Dice7,Locojoy,RPG
1391,Tower of Eglathia,"Apr 6, 2015",$3.99,N/A (N/A),"1,503 ±2,081",00:00 (00:00),Lord Eglathia,Eglathia Games,RPG
1440,Neighbourhood Necromancer,"May 12, 2017",$3.99,N/A (N/A),"1,503 ±2,081",01:53 (01:53),Choice of Games,Choice of Games,RPG
1476,The Cube HotelNing's Wing 2,"Sep 23, 2016",$2.99,N/A (N/A),"1,503 ±2,081",00:06 (00:06),T34 Studio,T34 Studio,RPG
1517,Heart of the House,"Oct 26, 2017",$6.99,N/A (N/A),"1,503 ±2,081",05:16 (08:30),Choice of Games,Choice of Games,RPG
1524,Age of Heroes (VR),20/07/17,$29.99,N/A (N/A),"1,503 ±2,081",00:56 (01:18),Omnigames,Omnigames,RPG
1584,Gone with the Demon,25/01/17,$14.99,N/A (N/A),"1,503 ±2,081",02:17 (03:38),BoyAndWitch Studio,BoyAndWitch Studio,RPG
1588,Clash of Robots,09/11/17,$9.99,N/A (N/A),"1,503 ±2,081",00:05 (00:05),Timuz Games,Timuz Games,RPG
1652,Evil Hazard,"Sep 16, 2015",$2.99,N/A (N/A),"1,503 ±2,081",00:00 (00:00),Pixel Blitz Studios,Pixel Blitz Studios,RPG
1662,Canvas Quest,15/07/17,$1.99,N/A (N/A),"1,503 ±2,081",00:00 (00:00),Chao's Playmate,Chao's Playmate,RPG
1815,VAULT OF HONOR,14/07/17,$1.24,N/A (N/A),"1,503 ±2,081",00:00 (00:00),Virtual Top,VT Publishing,RPG
1868,Journey to Luonto,27/11/17,Free,N/A (N/A),"1,503 ±2,081",00:00 (00:00),Daniel Wiitanen,Daniel Wiitanen,RPG
1878,Sixth Grade Detective,"Dec 21, 2015",$4.99,N/A (N/A),"1,503 ±2,081",02:50 (04:27),Choice of Games,Choice of Games,RPG
1887,Dungeons of Betrayal,"Oct 2, 2017",$4.99,N/A (N/A),"1,503 ±2,081",00:40 (00:40),Darkelite Studio Inc,Darkelite Studio Inc,RPG
2053,Alter Ego,"Aug 8, 2017",$7.99,N/A (N/A),"1,503 ±2,081",03:08 (03:08),Choose Multiple LLC,Choose Multiple LLC,RPG
2125,Midnight's Blessing 2,20/01/17,$7.99,N/A (N/A),"1,503 ±2,081",00:00 (00:00),Warfare Studios,Warfare Studios,RPG
2137,Orc Assault,"May 10, 2016",$19.99,N/A (N/A),"1,503 ±2,081",00:08 (00:08),Ghost Machine,Ghost Machine,RPG
2139,Preta: Vendetta Rising,"Aug 28, 2017",$19.99,22% (65%),"1,503 ±2,081",01:37 (02:00),Illion Corp,YJM GAMES,RPG
2214,ikenie,"Aug 9, 2016",$4.99,N/A (N/A),"1,503 ±2,081",00:00 (00:00),Akumu Games,Akumu Games,RPG
2298,Push For Emor,"Oct 24, 2016",$12.99,N/A (N/A),"1,503 ±2,081",00:26 (00:27),Lupus Solus Studio,Lupus Solus Studio,RPG
2339,Der einzig wahre Auserwhlte,"Aug 2, 2017",$7.99,N/A (N/A),"1,503 ±2,081",00:13 (00:13),Game Alchemists,Game Alchemists,RPG
2482,Grand Academy for Future Villains,"Sep 14, 2017",$6.99,N/A (N/A),"1,503 ±2,081",05:25 (05:25),Choice of Games,Choice of Games,RPG
2531,Rayless,25/01/17,$2.99,N/A (N/A),"1,503 ±2,081",00:41 (00:41),Reb_Orn,Reb_Orn,RPG
2539,Oath of Genesis™,"May 16, 2016",$3.99,N/A (N/A),"1,503 ±2,081",04:36 (05:19),NoteMode Studios,NoteMode Studios,RPG
2569,The Hero Unmasked!,27/07/17,$6.99,N/A (N/A),"1,503 ±2,081",05:04 (05:04),Choice of Games,Choice of Games,RPG
2640,Don't Sink,21/11/17,$9.99,N/A (N/A),"1,503 ±2,081",02:03 (02:41),"Sebastian Nigro, Christopher Anselmo, Daniel Marques",Studio Eris,RPG
2787,Trawl,"May 13, 2016",$6.99,N/A (N/A),"1,503 ±2,081",00:29 (00:50),"Daniel Gallagher, Nathan Gallardo",House of Wire,RPG
2833,Life of a Wizard,17/03/17,$3.99,N/A (N/A),"1,503 ±2,081",02:54 (02:54),Hosted Games,Hosted Games,RPG
472,Lionheart: Legacy of the Crusader,15/03/17,$9.99,N/A (N/A/57%),"1,379 ±1,206",00:41 (00:29),Reflexive Entertainment,Interplay Entertainment Corp.,RPG
493,AereA,02/06/17,$29.99,N/A (N/A/53%),"1,379 ±1,206",02:16 (00:45),Triangle Studios,SOEDESCO Publishing,RPG
1010,Jade's Journey 2,"May 12, 2017",$3.99,N/A (N/A),"1,379 ±1,206",00:00 (00:00),Warfare Studios,Warfare Studios,RPG
1015,Beyond Magic,"Feb 20, 2017",$0.49,N/A (N/A),"1,379 ±1,206",01:34 (02:30),Falling Star Studio,Falling Star Studio,RPG
1027,:1997,"Aug 17, 2017",$5.99,8% (49%),"1,379 ±1,206",05:39 (07:05),萌石游戏,萌石游戏,RPG
1089,CHAOS - In the Darkness,"Oct 7, 2015",$7.99,N/A (N/A),"1,379 ±1,206",00:15 (00:13),4Realms,4Realms,RPG
1098,Choice of the Petal Throne,"Apr 10, 2015",$4.99,N/A (N/A),"1,379 ±1,206",06:30 (05:51),Choice of Games,Choice of Games,RPG
1105,Werther Quest,18/01/17,$3.99,N/A (N/A),"1,379 ±1,206",02:53 (01:57),Blueberry Studio,HCP Entertainment,RPG
1257,Candice DeBb's Incredibly Trick Lifestyle,22/03/16,$4.99,61% (86%),"1,379 ±1,206",03:18 (02:07),Havishamone Games,Havishamone Games,RPG
1264,Crawlers and Brawlers,"Aug 22, 2016",$4.99,N/A (N/A),"1,379 ±1,206",02:22 (02:52),"Ugly Beard Games, LLC","Ugly Beard Games, LLC",RPG
1310,EPCH,"May 17, 2016",$14.99,N/A (N/A),"1,379 ±1,206",02:04 (01:01),Nick Everlith,Nick Everlith,RPG
1369,Opaline,"May 5, 2017",$3.99,N/A (N/A),"1,379 ±1,206",02:47 (01:51),Warfare Studios,Aldorlea Games,RPG
1402,Divergence: Online,06/01/16,$19.99,18% (62%),"1,379 ±1,206",00:56 (00:55),Stained Glass Llama,None,RPG
1718,The Cleansing - Versus,"Sep 28, 2017",Free,N/A (N/A),"1,379 ±1,206",00:00 (00:00),Grindstone Interactive,Grindstone Interactive,RPG
1750,A Wizard's Lizard: Soul Thief,"Apr 5, 2016",$9.99,N/A (N/A),"1,379 ±1,206",11:00 (14:18),Lost Decade Games,Lost Decade Games,RPG
1771,Shady Brook - A Dark Mystery Text Adventure,"Oct 24, 2016",$3.99,N/A (N/A),"1,379 ±1,206",03:21 (02:14),Storycentric Worlds,Unimatrix Productions,RPG
1829,Avatar Of The Wolf,22/06/17,$4.99,N/A (N/A),"1,379 ±1,206",04:56 (03:43),Choice of Games,Choice of Games,RPG
1833,LooWarVR,"Aug 11, 2016",$3.99,N/A (N/A),"1,379 ±1,206",06:22 (02:07),CrystalGame,CrystalGame,RPG
1845,Blood of Magic,"Dec 18, 2015",$9.99,N/A (N/A),"1,379 ±1,206",00:06 (00:08),Stoneworks Games,Stoneworks Games,RPG
1974,Solitaire VR,"Apr 20, 2017",$1.99,N/A (N/A),"1,379 ±1,206",00:55 (00:36),"Babaroga, LLC","Tripp, LLC",RPG
2014,Winged Sakura: Demon Civil War,"Dec 8, 2016",$5.99,N/A (N/A),"1,379 ±1,206",07:00 (03:29),WINGED SAKURA GAMES,WINGED SAKURA GAMES,RPG
2097,Lock's Quest,"May 30, 2017",$14.99,N/A (N/A),"1,379 ±1,206",07:13 (07:13),Digital Continue,THQ Nordic,RPG
2178,A Midsummer Night's Choice,"Aug 25, 2016",$6.99,N/A (N/A),"1,379 ±1,206",03:20 (02:52),Choice of Games,Choice of Games,RPG
2230,Dream Quest,"Dec 8, 2016",$9.99,92% (95%),"1,379 ±1,206",17:10 (21:46),Peter Whalen,Peter Whalen,RPG
2286,Overpower,"Apr 20, 2016",$8.99,N/A (N/A),"1,379 ±1,206",00:17 (00:14),Hydrant Games,Hydrant Games,RPG
2295,Witanlore: Dreamtime,24/01/17,$6.99,N/A (N/A),"1,379 ±1,206",01:12 (01:03),Druid Gameworks Studio LLC,Druid Gameworks Studio LLC,RPG
2311,Seek Not a Lighthouse,20/11/17,$7.99,N/A (N/A),"1,379 ±1,206",00:00 (00:00),"MidnightCoffee, Inc.","MidnightCoffee, Inc.",RPG
2317,Riding Out,"May 25, 2016",$19.99,11% (53%),"1,379 ±1,206",01:18 (01:07),UnexEvo,UnexEvo,RPG
2379,Crypt of the Serpent King,"Dec 27, 2016",$1.99,N/A (N/A),"1,379 ±1,206",00:16 (00:22),Rendercode Games,Rendercode Games,RPG
2519,Esports Life: Ep.1 - Dreams of Glory,30/11/17,$19.99,N/A (N/A),"1,379 ±1,206",05:58 (06:53),U-Play Online,"U-Play Online, Raiser Games",RPG
2558,Tower Defense - Fantasy Legends Tower Game,22/03/17,$4.99,N/A (N/A),"1,379 ±1,206",02:43 (04:19),Lapusanu Patriciu,Modulesden,RPG
2709,Destination Dungeon: Crypts of Warthallow,"Sep 7, 2017",$0.59,N/A (N/A),"1,379 ±1,206",00:00 (00:00),Virtual Top,VT Publishing,RPG
2749,Age of Gladiators II,"Sep 21, 2017",$19.99,N/A (N/A),"1,379 ±1,206",13:29 (21:22),Creative Storm Entertainment,Creative Storm Entertainment,RPG
2753,Runic Rampage - Action RPG,"May 17, 2017",$6.99,N/A (N/A),"1,379 ±1,206",03:37 (02:24),Electrocosmos,Electrocosmos,RPG
2880,Witan,12/07/16,Free,N/A (N/A),"1,379 ±1,206",00:05 (00:03),Imigea Ltd,gamevial,RPG
2895,Selatria: Advent of the Dakk'rian Empire,"Feb 3, 2017",$4.99,N/A (N/A),"1,379 ±1,206",01:56 (01:11),"Whim Independent Studios, LLC",Aldorlea Games,RPG
2913,Prodigy Tactics,08/11/17,$14.99,N/A (N/A),"1,379 ±1,206",03:50 (01:43),Hanakai Studio,Forever Entertainment S. A.,RPG
2961,Project 5: Sightseer,"Dec 4, 2017",$19.99,N/A (N/A),"1,379 ±1,206",08:31 (06:55),Tasharen Entertainment Inc.,Tasharen Entertainment Inc.,RPG
589,Ticket to Earth,28/06/17,$14.99,N/A (N/A),"1,214 ±1,372",04:22 (05:48),Robot Circus,Robot Circus,RPG
668,Vidar,14/06/17,$9.99,N/A (N/A),"1,214 ±1,372",01:32 (00:46),Razbury Games,Razbury Games,RPG
752,First Feudal,30/11/17,$14.99,N/A (N/A),"1,214 ±1,372",01:18 (01:12),Holistic Games,Holistic Games,RPG
791,Evertree Inn,20/01/17,$3.99,N/A (N/A),"1,214 ±1,372",04:32 (04:32),Hosted Games,Hosted Games,RPG
811,Davyria: Heroes of Eternity,10/03/17,$8.99,N/A (N/A),"1,214 ±1,372",03:45 (05:28),Sebastian Groll,Sebastian Groll,RPG
816,Champions Of Chaos 2,"Sep 24, 2015",$1.99,N/A (N/A),"1,214 ±1,372",03:04 (01:32),Epic LLama,Epic LLama,RPG
889,The Deal,"Feb 17, 2017",$6.99,N/A (N/A),"1,214 ±1,372",02:51 (01:37),Orfeas Game Studio,Aldorlea Games,RPG
935,The Fleet,16/06/17,$3.99,N/A (N/A),"1,214 ±1,372",03:54 (03:54),Choice of Games,Choice of Games,RPG
939,Oswald's Adventure,"Aug 21, 2017",$2.99,N/A (N/A),"1,214 ±1,372",00:04 (00:02),Dede Bayi,MLG Games,RPG
968,The HinterLands,"May 27, 2016",$2.99,N/A (N/A),"1,214 ±1,372",03:34 (03:34),Ackmi,Ackmi,RPG
1126,Steel Storm: A.M.M.O.,"Sep 25, 2013",N/A,N/A (N/A),"1,214 ±1,372",00:32 (00:26),Zeolite Studios Inc.,Kot in Action Creative Artel,RPG
1154,Legends of Iskaria: Days of Thieves,06/07/17,$2.99,N/A (N/A),"1,214 ±1,372",03:24 (03:23),Ludovic Lafferayrie,Ludovic Lafferayrie,RPG
1180,After All,"Apr 20, 2015",$0.99,N/A (N/A),"1,214 ±1,372",00:00 (00:00),JAMgames,JAMgames,RPG
1192,Metal Noise,02/11/16,$1.99,N/A (N/A),"1,214 ±1,372",00:11 (00:08),Yumoon,Yumoon,RPG
1232,Dragon Wars,"May 26, 2017",$9.99,N/A (N/A),"1,214 ±1,372",00:28 (00:27),Interplay Entertainment Corp.,Interplay Entertainment Corp.,RPG
1306,The Sea Eternal,"Apr 22, 2016",$6.99,N/A (N/A),"1,214 ±1,372",00:01 (00:00),Choice of Games,Choice of Games,RPG
1327,"Minions, Monsters, and Madness",10/01/17,$3.99,N/A (N/A),"1,214 ±1,372",01:39 (01:38),Adam Hebert,Adam Hebert,RPG
1359,Super Stone Legacy,"May 26, 2017",$4.99,N/A (N/A),"1,214 ±1,372",02:34 (02:34),Garden Shed Studios,Garden Shed Studios,RPG
1365,Hartacon Tactics,29/06/17,$2.99,N/A (N/A),"1,214 ±1,372",00:15 (00:20),Charlie Fleed,Charlie Fleed,RPG
1371,Sorcery Is for Saps,"Oct 14, 2016",$6.99,N/A (N/A),"1,214 ±1,372",10:15 (10:14),Choice of Games,Choice of Games,RPG
1419,M.EXE,29/07/16,$6.99,N/A (N/A),"1,214 ±1,372",00:49 (00:50),Pedro Zea,Pedro Zea,RPG
1437,Morendar: Goblin Slayer,27/07/17,$2.24,N/A (N/A),"1,214 ±1,372",00:00 (00:00),Virtual Top,VT Publishing,RPG
1511,Detective Hunt - Crownston City PD,"May 22, 2016",$4.99,N/A (N/A),"1,214 ±1,372",02:54 (01:27),pixepob,pixepob,RPG
1547,FreeHolder,05/07/16,$6.49,N/A (N/A),"1,214 ±1,372",01:10 (00:35),RogueWare,RogueWare,RPG
1559,Mara,25/06/15,$3.99,N/A (N/A),"1,214 ±1,372",00:00 (00:00),Defiant Child Games,Black Shell Media,RPG
1671,Galactic Keep,"Apr 5, 2017",$9.99,N/A (N/A),"1,214 ±1,372",01:14 (00:37),Gilded Skull Games,Black Shell Media,RPG
1725,Beyond the Wall,"Oct 24, 2017",$0.99,N/A (N/A),"1,214 ±1,372",00:09 (00:12),For Kids,For Kids,RPG
1773,Antaria Online,"Oct 4, 2017",$0.99,N/A (N/A),"1,214 ±1,372",09:58 (11:06),"Antaria, LLC","Antaria, LLC",RPG
1825,Dual Core,"May 26, 2016",$9.99,N/A (N/A),"1,214 ±1,372",00:34 (00:17),Gray Fin Studios,Gray Fin Studios,RPG
1875,VERSUS: The Elite Trials,"Dec 16, 2016",$3.99,N/A (N/A),"1,214 ±1,372",03:23 (01:41),Choice of Games,Choice of Games,RPG
1884,Meta Star,"Aug 23, 2017",Free,N/A (N/A),"1,214 ±1,372",00:00 (00:00),Lost-Ride Studios,Lost-Ride Studios,RPG
1943,Magilore,26/11/17,Free,N/A (N/A),"1,214 ±1,372",00:00 (00:00),Cole Kitroser,Cole Fusion Studios,RPG
1983,Arcfall,"May 16, 2017",$19.99,17% (61%),"1,214 ±1,372",06:50 (10:04),Neojac Entertainment inc.,Neojac Entertainment Inc.,RPG
2087,Split Of Knight,10/11/17,$1.99,N/A (N/A),"1,214 ±1,372",00:20 (00:10),H-GAME,H-GAME,RPG
2182,Redneck Rampage,04/01/17,$9.99,N/A (N/A),"1,214 ±1,372",01:54 (02:41),Xatrix Entertainment,Interplay,RPG
2204,Tanzia,"Apr 27, 2017",$14.99,N/A (N/A),"1,214 ±1,372",01:36 (00:48),Arcanity Inc,Arcanity Inc,RPG
2436,the research facility NO.507,30/11/16,$3.99,N/A (N/A),"1,214 ±1,372",02:03 (02:47),SketchTech,SketchTech,RPG
2450,Birth of Shadows,05/11/15,$4.99,N/A (N/A),"1,214 ±1,372",05:38 (05:38),"Precision Games, LLC","Precision Games, LLC",RPG
2460,Ghostlords,18/11/16,$9.99,N/A (N/A),"1,214 ±1,372",01:51 (01:52),HelixFox Games,HelixFox Games,RPG
2470,Moving Day,22/11/17,$1.99,N/A (N/A),"1,214 ±1,372",00:00 (00:00),CloudTheWolf Games,CloudTheWolf Games,RPG
2502,Dungeon Punks,"Aug 24, 2016",$14.99,N/A (N/A),"1,214 ±1,372",00:41 (00:41),Hyper Awesome Entertainment,Artix Entertainment,RPG
2506,MAGATAMA Earrings,14/06/16,$6.99,N/A (N/A),"1,214 ±1,372",02:03 (01:01),TinyAssociatesBand,TinyAssociatesBand,RPG
2515,Creatures Such as We,"May 12, 2017",$4.99,N/A (N/A),"1,214 ±1,372",16:00 (15:59),Choice of Games,Choice of Games,RPG
2520,UFO Online: Fight for Earth,"Oct 10, 2014",N/A,N/A (N/A),"1,214 ±1,372",01:54 (01:53),Funatics Software,Funatics Software,RPG
2680,SOS Survival,"Dec 28, 2016",$10.99,N/A (N/A),"1,214 ±1,372",01:44 (02:33),StudioFriends,StudioFriends,RPG
2705,Legend of Hand,"Sep 27, 2017",$6.99,N/A (N/A),"1,214 ±1,372",04:09 (02:04),Cloak and Dagger Games,Cloak and Dagger Games,RPG
2730,Metal Assault,15/03/17,$4.99,N/A (N/A),"1,214 ±1,372",02:29 (03:40),bitBerg,Newsight Games/bitBerg,RPG
2781,AMBUSH tactics,"Sep 26, 2017",Free,N/A (N/A),"1,214 ±1,372",00:00 (00:00),Gerald David Becker,Gerald David Becker,RPG
2785,Dragon's Lunch,"Sep 12, 2017",$7.99,N/A (N/A),"1,214 ±1,372",00:00 (00:00),Jonathan McCarthy,Flying Interactive,RPG
2806,The Lost Heir 3: Demon War,17/03/17,$5.99,N/A (N/A),"1,214 ±1,372",02:00 (01:00),Hosted Games,Hosted Games,RPG
2909,Equin: The Lantern,"Oct 27, 2016",$2.99,N/A (N/A),"1,214 ±1,372",03:24 (01:42),DXF Games,DXF Games,RPG
2928,Magic and Challenge RPG,"Sep 20, 2017",$0.99,N/A (N/A),"1,214 ±1,372",00:00 (00:00),Dexion Games,Dexion Games,RPG
2949,Nadia Was Here,"May 26, 2017",$11.99,N/A (N/A),"1,214 ±1,372",07:55 (07:54),Jajaben Games,Indietopia Games,RPG
2967,VALENS,"Feb 18, 2016",$7.99,N/A (N/A),"1,214 ±1,372",00:06 (00:05),Digitallion,Digitallion,RPG
46,Giants: Citizen Kabuto,"Dec 2, 2016",$9.99,N/A (N/A/85%),"1,103 ±1,078",07:13 (06:45),Planet Moon Studios,Interplay,RPG
621,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,17/03/17,$9.99,N/A (N/A),"1,103 ±1,078",29:17 (19:31),"Arc System Works, TOYBOX Inc.",PQube Limited,RPG
628,The Inner Sea,30/03/16,$11.99,N/A (N/A),"1,103 ±1,078",02:13 (00:44),dsquare,dsquare,RPG
642,Just One Line,10/07/17,$9.99,N/A (N/A),"1,103 ±1,078",04:03 (04:48),JOL Studios,JOL Studios,RPG
721,Princess.Loot.Pixel.Again x2,"Oct 10, 2017",$4.99,N/A (N/A),"1,103 ±1,078",04:00 (02:40),IndieMax,IndieMax,RPG
763,Jellyfish,"Sep 15, 2017",$1.99,N/A (N/A),"1,103 ±1,078",00:13 (00:04),PanGuoJun,PanGuoJun,RPG
769,Yatsumitsu Fists of Wrath,"Aug 25, 2017",$2.24,N/A (N/A),"1,103 ±1,078",00:00 (00:00),Virtual Top,VT Publishing,RPG
931,WizardCraft,"May 27, 2016",$7.99,N/A (N/A),"1,103 ±1,078",01:21 (01:46),David Mccue,David Mccue,RPG
984,XXZ: XXL,"Sep 29, 2017",$5.99,81% (92%),"1,103 ±1,078",03:25 (03:25),L. Stotch,L. Stotch,RPG
1054,Gods of the Fallen Land,31/07/17,$4.99,N/A (N/A),"1,103 ±1,078",03:04 (02:53),"Crow's Key Studios, LLC","Crow's Key Studios, LLC",RPG
1057,Welcome to Moreytown,"May 5, 2017",$4.99,N/A (N/A),"1,103 ±1,078",09:49 (04:02),Choice of Games,Choice of Games,RPG
1138,Star Story: The Horizon Escape,"Sep 5, 2017",$14.99,N/A (N/A),"1,103 ±1,078",04:39 (04:57),EvilCoGames,EvilCoGames,RPG
1598,Manastorm: Champions of G'nar,03/01/17,$4.99,51% (82%),"1,103 ±1,078",00:27 (00:17),DaGGaSoft,DaGGaSoft,RPG
1731,InfinitasDM,28/11/16,$9.99,N/A (N/A),"1,103 ±1,078",00:21 (00:14),"Atom Switch, Inc.","Atom Switch, Inc.",RPG
1755,Saga of the North Wind,17/11/16,$6.99,N/A (N/A),"1,103 ±1,078",08:10 (05:26),Choice of Games,Choice of Games,RPG
2188,Karmasutra,"Sep 29, 2017",$14.99,N/A (N/A),"1,103 ±1,078",01:55 (01:55),Top Hat Studios Inc,"Super Hippo Games, Top Hat Studios Inc",RPG
2269,Tower in the Sky : Tactics Edition,"May 1, 2017",$9.99,N/A (N/A),"1,103 ±1,078",00:00 (00:00),Three Brothers Games,Three Brothers Games,RPG
2335,Upside-Down Dimensions,"Aug 9, 2017",$15.99,N/A (N/A),"1,103 ±1,078",00:00 (00:00),Hydra Interactive,KISS ltd,RPG
2365,Market Tycoon,"May 11, 2017",$9.99,N/A (N/A),"1,103 ±1,078",03:04 (03:30),Protection Games,Protection Games,RPG
2528,State of Extinction,29/11/16,$9.99,N/A (N/A),"1,103 ±1,078",00:56 (00:18),"Stone Pixel Games, LLC.","Stone Pixel Games, LLC.",RPG
2620,The Light Empire,"Dec 2, 2015",$5.99,N/A (N/A),"1,103 ±1,078",00:00 (00:00),Jemy,Jemy,RPG
2748,Aveyond 4: Shadow of the Mist,"Feb 1, 2016",$14.99,N/A (N/A),"1,103 ±1,078",42:22 (42:21),"Amaranth Games, LLC",Degica,RPG
2814,Lands of Hope Redemption,"Oct 15, 2015",$1.99,N/A (N/A),"1,103 ±1,078",00:00 (00:00),Regal Computer Services,Regal Computer Services,RPG
